HTC_Top,1/HTC_Top,Part_Thickness,Tool_Thickness,HTC_Bottom,1/HTC_Bottom,Heat_Rate,exotherm,T_H50/,T_H60/,T_H70/,T_H80/,T_H90/,T_H100/,T_H110/,T_C150/,T_C120/,T_C90/,T_C60/,T_C30/,T_H50,T_H60,T_H70,T_H80,T_H90,T_H100,T_H110,T_C150,T_C120,T_C90,T_C60,T_C30,r_H50,r_H60,r_H70,r_H80,r_H90,r_H100,r_H110,r_C150,r_C120,r_C90,r_C60,r_C30
47.9,0.020876827,11.4,14.9,78,0.012820513,2.58,12.769869,6.705067558,7.846999535,8.700742597,9.450316938,9.94147969,10.31526612,10.48217663,5.985603143,8.819081429,10.11899886,10.75146117,10.86512103,32.7009257,39.7547412,47.5520841,55.6181823,64.3509824,73.3866134,82.9559843,170.949611,150.866785,125.416496,97.6301141,68.0279236,1.7109776,1.9323712,2.0919464,2.2098136,2.2988648,2.36603,2.4200016,-1.872532,-2.716132,-3.150156,-3.3690632,-3.4845924
87.1,0.011481056,8.64,18.3,84.4,0.011848341,2.64,3.339933,7.410775341,8.813402045,9.700038598,10.42481508,10.85379034,11.36754576,11.55077205,6.284480286,9.246086,10.624976,11.25027131,11.64214749,30.4355531,36.7326186,44.3918981,52.4784882,61.3459935,69.9896792,79.5059618,171.995681,152.361301,127.187416,99.3759496,70.7475162,1.6068316,1.8728532,2.0829696,2.2323412,2.3459152,2.4247348,2.4879528,-1.785224,-2.68418,-3.113144,-3.3165372,-3.4099696
70.4,0.014204545,10.9,12.5,46.6,0.021459227,3.06,10.27132,5.823291503,6.984924118,7.921090196,8.578585654,9.187991111,9.683664379,10.08691788,5.600834,8.448439714,9.918872286,10.52922686,10.85820614,32.180728,38.6261322,45.761464,53.7495279,61.8847472,70.367987,79.1340313,169.602919,149.569539,124.716053,96.852294,68.0037215,1.86969465,2.1056412,2.2893936,2.4465016,2.5645864,2.659928,2.736804,-1.953216,-2.706012,-3.112148,-3.3310864,-3.4463408
23,0.043478261,18,8.16,31.5,0.031746032,2,44.769214,10.6123837,12.8135281,14.5129506,15.78091025,16.87589245,17.87145625,18.60226755,7.338015429,12.25547543,15.25073857,17.508632,18.64042017,28.7752326,34.3729438,40.9740988,48.4381795,56.2482151,64.2570875,72.7954649,175.683054,162.894164,143.377585,121.280212,95.2414706,1.0532284,1.2448636,1.3966756,1.5168408,1.6080692,1.6786952,1.73778,-1.132,-1.901032,-2.480372,-2.868088,-3.1623796
55.1,0.01814882,14.1,19.9,29.8,0.033557047,4.35,2.950733,6.30779269,8.107473862,9.807496805,11.35042938,12.77489874,14.14360057,15.36053913,7.827767714,13.51661771,17.72032,20.83736886,23.33591,22.5611018,24.7324887,27.3373889,30.6256322,34.4291905,38.4753375,43.1816548,177.397187,167.308162,152.02112,132.930791,111.675685,0.7903232,1.0552472,1.2768464,1.507008,1.7154484,1.899506,2.0806268,-0.84746,-1.5142,-2.020696,-2.396144,-2.67052
99.6,0.010040161,8.82,13.1,89.7,0.011148272,3.79,8.084982,4.205157968,4.920572216,5.354778443,5.756248786,6.061938549,6.296011029,6.475625515,4.550652857,6.219821143,6.518250286,6.810107857,6.726553771,34.0624513,41.3510313,49.7053897,58.1838171,67.0252529,76.1381182,85.4573793,165.927285,141.769374,112.813876,83.8353775,53.5429382,2.636425895,2.9298324,3.1503616,3.3090696,3.4295924,3.5179712,3.5862236,-2.510292,-3.166336,-3.413592,-3.495302,-3.524552
75.1,0.013315579,9,12.2,85.6,0.011682243,3.01,9.607305,4.889520432,5.766054186,6.120756246,6.652656611,6.858636877,6.989571595,7.066294286,4.999312571,6.657693429,7.143739714,7.200716429,7.354437143,35.2825435,42.6441769,51.5765237,59.9755036,69.355503,78.9613895,88.7304542,167.497594,143.301927,115.003089,85.2025075,55.74053,2.247864,2.4680908,2.6370304,2.7406256,2.8190136,2.87449,2.9159524,-2.384564,-3.1263,-3.398736,-3.4979264,-3.533072
69,0.014492754,7.5,15.1,78.8,0.012690355,2.67,5.215647,5.733506629,6.538028839,7.28492794,7.750107753,7.970095993,8.327543071,8.380714607,5.135691143,7.246206571,8.18911,8.456177857,8.724123429,34.6915373,42.543463,50.5492424,59.3072123,68.7198437,77.76546,87.623492,167.974919,145.361723,118.661885,89.5966225,60.534432,1.9169608,2.136774,2.282236,2.389816,2.468974,2.5227896,2.5661152,-2.20422,-2.959476,-3.286904,-3.435476,-3.498238
22,0.045454545,17.2,15.7,67.7,0.014771049,4.55,36.036656,5.65667233,7.149640593,8.432919209,9.566581824,10.64000538,11.53702651,12.41488484,7.238629714,11.69859971,14.65731629,16.29862343,17.270383,24.2621409,27.4691353,31.6302176,36.4720527,41.5879755,47.5065294,53.512274,175.335204,160.945099,141.300607,117.045182,90.4463405,1.3493228,1.702082,2.0246568,2.2964328,2.5334296,2.7464468,2.9232328,-1.187896,-2.0592,-2.612768,-2.99504,-3.2520372
99.8,0.01002004,6.53,16.5,91.1,0.010976948,4.68,3.677904,3.693747585,4.373218739,4.987256966,5.388063248,5.895626752,6.229500449,6.391644103,4.720775714,6.429873429,7.015566286,7.290144857,7.275392886,32.7132613,39.5333363,46.6596374,54.783864,62.4084668,70.8459379,80.0871056,166.522715,142.504557,114.554482,85.515507,55.4638751,2.8617788,3.2180976,3.5025784,3.736186,3.8991744,4.0494208,4.1745588,-2.393228,-3.088616,-3.35716,-3.4614568,-3.5017888
27.2,0.036764706,7.57,12.1,66.6,0.015015015,1.45,6.488925,9.072531448,9.965178759,10.49890993,10.82998076,11.04329752,11.05940186,11.14298517,5.955564286,8.975819429,10.28362371,10.91645537,11.03442886,36.8448294,45.5504908,54.7765806,64.2965279,73.9872186,83.9638673,93.8426715,170.844475,151.415368,125.992683,98.2075938,68.620501,1.2139644,1.3126708,1.3680556,1.3999032,1.418778133,1.4316512,1.4425736,-1.864324,-2.707804,-3.152098667,-3.3695164,-3.482236533
91.4,0.010940919,13.1,8.68,95.2,0.010504202,3.01,22.805005,4.752595714,5.464158405,5.655981595,6.069221794,6.17454289,6.228514751,6.245379701,4.863687429,6.065878857,6.248554571,6.138234629,6.200012771,35.6946869,43.5528832,52.9754954,61.7316424,71.4146259,81.2521706,91.2014071,167.022906,141.230576,111.869941,81.4838212,51.7000447,2.4101132,2.6195532,2.7628004,2.841678,2.8965388,2.933892,2.963542,-2.575472,-3.28384,-3.48878,-3.5469612,-3.5627732
49.4,0.020242915,3.39,11.7,70.8,0.014124294,3.41,2.751095,4.841590352,5.563387771,6.053708827,6.382091554,6.826859619,6.967457654,7.049674106,5.007400571,6.577609143,7.201882857,7.426363286,7.5076782,33.4901769,41.0288477,49.3568529,58.2370678,66.7204087,76.2409694,85.9606113,167.525902,143.021632,115.20659,85.9922715,56.2768737,2.3623952,2.6708168,2.8864364,3.0374336,3.1359916,3.2131076,3.2673304,-2.36758,-3.124676,-3.384096,-3.4769748,-3.5103036
50.9,0.019646365,16.4,15.1,59.5,0.016806723,3.35,22.726879,6.443977015,7.83224794,8.99568406,9.977108149,10.90077457,11.61156215,12.2159829,6.510573429,10.23641571,12.21311029,13.41507429,14.03124129,28.412677,33.7619694,39.8644584,46.5766877,53.4824052,61.1012668,69.0764573,172.787007,155.827455,132.745886,106.95276,79.1093445,1.649902,1.9283228,2.146724,2.3299056,2.4791208,2.6071764,2.7158676,-1.573116,-2.37316,-2.876236,-3.17772,-3.3641844
78.4,0.012755102,8,11.7,26.6,0.037593985,4.01,5.935119,4.72412611,5.742893292,6.753380349,7.555431845,8.149654414,8.831387157,9.33513,5.549158571,8.504297429,10.00220486,10.85982117,11.19536523,31.0562543,36.9709979,42.9189448,49.7027183,57.3198858,64.5861375,72.5661287,169.422055,149.765041,125.007717,98.0093741,69.1837783,2.1214012,2.404122,2.6222584,2.8148752,2.9963,3.1339416,3.256748,-1.915616,-2.652452,-3.059272,-3.2777664,-3.3974252
42.7,0.023419204,16.5,12.9,81.2,0.012315271,1.4,22.127082,9.853495071,10.81578136,11.51629743,11.88639336,12.00342536,12.15124464,12.3451125,6.383105429,9.398792571,11.02862486,11.45030257,11.76494809,36.2051069,44.8579061,53.8771836,63.3590493,73.1952045,82.9882575,92.7168425,172.340869,152.895774,128.600187,100.076059,71.1773183,1.1628884,1.260618667,1.31393,1.346275467,1.36676,1.382530667,1.3982272,-1.730952,-2.648868,-3.119072,-3.3800576,-3.5113076
55.1,0.01814882,14.1,13.8,80.4,0.012437811,2.56,20.594246,6.866795117,7.905845547,8.845270898,9.373675,9.742507461,10.22568746,10.39381527,5.890808857,8.674639714,9.974078857,10.52165731,10.44019623,32.4210045,39.7610354,47.3561065,56.003392,65.0591809,73.8222401,83.3918329,170.617831,150.361239,124.909276,96.8258006,66.5406868,1.7212608,1.9497584,2.1030996,2.2214872,2.3073416,2.36772,2.4184936,-1.930908,-2.76544,-3.188204,-3.4017092,-3.510804
32.3,0.030959752,9.93,10.1,50.4,0.01984127,3.9,16.144584,5.376027615,6.504938692,7.423470667,8.35139841,8.974261513,9.583041051,10.00227315,6.213228571,9.317912857,10.80441486,11.54221114,11.70213229,29.0334923,34.6307391,41.0484644,47.4295462,55.0003801,62.6261399,70.9911347,171.7463,152.612695,127.815452,100.397739,70.957463,1.9612272,2.3071832,2.5918352,2.7968704,2.9827492,3.1244968,3.2535652,-1.749184,-2.623044,-3.08984,-3.3408032,-3.475692
95.1,0.010515247,4.26,13.3,47,0.021276596,2.35,2.085463,5.78392783,6.593728298,7.136145489,7.499512638,7.742678468,7.904548681,8.010302979,4.851532286,6.831504571,7.420101429,7.7677752,7.931072229,36.4077696,44.5047385,53.2300581,62.3761453,71.8047056,81.4243106,91.175788,166.980363,143.910266,115.970355,87.1872132,57.7587528,1.8157616,1.9931936,2.1119368,2.1915304,2.2451172,2.2816584,2.307416,-2.317164,-3.027536,-3.322292,-3.4365248,-3.4821796
83.3,0.012004802,8.85,15,94.7,0.010559662,1.78,5.582004,6.329057022,6.91341118,7.36796882,7.564883876,7.678908708,7.616911292,7.888473146,5.043329143,6.868079714,7.484219143,7.621631429,7.445109943,38.7342785,47.6941281,56.8850155,66.5345067,76.3315425,86.4418979,95.9585178,167.651652,144.038279,116.194767,86.67571,56.0578848,1.5390012,1.642273333,1.6980484,1.73137,1.751544,1.7652128,1.7763776,-2.322208,-3.06296,-3.35724,-3.473828533,-3.5191408
61.7,0.016207455,14,10.4,49,0.020408163,2.2,20.191318,7.466098682,8.666076364,9.445455773,10.21105005,10.4816445,10.97400645,11.26184564,5.884514857,8.904999143,10.038944,10.92836177,11.0508164,33.5745829,40.934632,49.2199973,57.5356899,66.9403821,75.8571858,85.2239396,170.595802,151.167497,125.136304,98.2492662,68.6778574,1.54504,1.725686,1.8566548,1.945152,2.0146212,2.0623352,2.1016988,-1.891304,-2.690128,-3.140232,-3.362034,-3.4853424
92.5,0.010810811,7.49,13.3,87.3,0.011454754,2.67,5.821406,4.982700562,5.515106966,6.04324382,6.320688464,6.384590749,6.625745056,6.580139588,4.538384571,5.988121714,6.519198571,6.569605429,6.744787114,36.6961895,45.2746644,53.864539,63.1237618,72.9531427,82.3092607,92.4310273,165.884346,140.958426,112.817195,82.993619,53.6067549,2.1152108,2.3104676,2.4287804,2.5092076,2.5637908,2.5986428,2.626104,-2.505964,-3.178068,-3.409632,-3.4930384,-3.5207676
51.2,0.01953125,17,9.41,34.3,0.029154519,4.36,30.559734,5.391253005,6.632767041,7.768607248,8.69972383,9.670187523,10.2990945,11.09763759,6.541252286,10.42927286,12.60057543,13.87199229,14.40038706,26.4941369,31.0811357,36.1288724,42.0692041,47.8379824,55.095948,61.6143001,172.894383,156.502455,134.102014,108.551973,80.4013547,1.75706,2.118848,2.3832376,2.6309736,2.8160496,3.0044404,3.1441452,-1.545192,-2.330524,-2.836816,-3.157372,-3.3603292
80.8,0.012376238,11,11.8,50.5,0.01980198,3.34,11.231573,5.288395,6.302615958,7.108528413,7.75059512,8.157337784,8.562936677,8.886135838,5.500608,7.853041429,9.036384571,9.568169486,9.7802748,32.3367607,38.9492627,46.2575151,54.1130123,62.7544918,71.3997915,80.3203063,169.252128,147.485645,121.627346,93.4885932,64.2309618,2.0803036,2.339036,2.5382656,2.6991536,2.8337972,2.934552,3.0167144,-2.056488,-2.837168,-3.209312,-3.393596,-3.482494
89.5,0.011173184,4.96,10.3,61.1,0.016366612,4.44,4.731717,3.51641732,4.242437162,4.724805068,4.980611374,5.251126892,5.571196532,5.728898266,4.380541429,5.475836,5.995474857,6.0005918,6.048146743,34.3871071,41.163579,49.0218655,57.8860855,66.6849966,75.2638874,84.5636917,165.331895,139.165426,110.984162,81.0020713,51.1685136,3.0226832,3.3679656,3.6339392,3.8420752,3.9850336,4.0934996,4.1787612,-2.606152,-3.257516,-3.442456,-3.4999032,-3.516662
78.1,0.012804097,10.8,11,86.7,0.011534025,4.56,15.158117,3.972103004,4.742877478,5.264652259,5.657366404,6.059551316,6.282552456,6.560324145,4.938417429,6.483062286,7.008088286,7.012705743,7.002363971,31.8872103,38.3724787,45.9931857,54.2024092,62.368446,71.3515608,80.0849219,167.284461,142.690718,114.528309,84.5444701,54.5082739,2.8812316,3.2490712,3.5440876,3.7624008,3.9302968,4.0640032,4.1638628,-2.432912,-3.163776,-3.42382,-3.515712,-3.5471068
50.7,0.019723866,5.88,14.6,28.5,0.035087719,4.95,2.610586,4.357277879,5.461963172,6.571428545,7.524611677,8.388806202,9.172786263,9.800313455,6.106291429,9.926503714,12.15452886,13.46174686,14.19775634,28.4314745,32.9632823,37.4714287,42.7531722,48.4754093,54.594708,61.4884484,171.37202,154.742763,132.540851,107.116114,79.6921472,1.9870024,2.2902504,2.5304632,2.7685232,2.969976,3.1634404,3.3427436,-1.608592,-2.329428,-2.795672,-3.08536,-3.2646836
96.8,0.010330579,9.2,16.5,98.7,0.010131712,4.75,6.783762,3.700356126,4.617827558,5.242318568,5.750293937,6.163743053,6.394011263,6.663824968,4.832521143,6.644387429,7.527148571,7.702536543,7.678914914,32.4233084,38.0653191,45.0989868,52.6861038,60.7222205,69.6284465,78.3468314,166.913824,143.255356,116.34502,86.9588779,56.8762022,2.8703856,3.1790468,3.4644676,3.6894992,3.878612,4.0454808,4.1710352,-2.340832,-3.051696,-3.337976,-3.4598904,-3.5091136
72.6,0.013774105,15.1,17.3,34.3,0.029154519,1.19,5.695155,12.50878319,14.51315874,15.76123429,16.93130546,17.70569815,18.26094092,18.39684782,6.350186571,10.31218943,12.96889029,14.92518171,16.0578466,35.114548,42.7293411,51.2441312,59.8517465,68.9302192,78.2694803,88.1077511,172.225653,156.092663,135.391116,112.238136,86.2024631,0.863986933,0.9530512,1.0196744,1.066399467,1.1015544,1.128788,1.1528632,-1.541548,-2.175152,-2.614421333,-2.908692,-3.1215824
39,0.025641026,7.68,9.07,81.7,0.012239902,3.97,13.068201,4.4887233,5.147734257,5.593893426,6.107277935,6.419277935,6.544305844,6.847546322,5.007883143,6.652185143,7.028836857,7.007512914,7.1071336,32.1797685,39.563495,47.7922431,55.7541066,64.5154666,74.0191058,82.8152411,167.527591,143.282648,114.600929,84.5262952,54.8749676,2.6316852,3.0077524,3.2715552,3.4422956,3.5728968,3.6721748,3.7393328,-2.420224,-3.175256,-3.436612,-3.523708,-3.5526168
35.3,0.028328612,8.11,16.7,25.9,0.038610039,1.14,1.88493,14.47080158,16.86515246,18.79642675,20.04617763,21.16159412,21.78978737,22.09277509,6.782532286,11.51009971,14.94679486,17.30590057,18.92572171,33.5032862,40.7737262,48.5720735,57.1473575,65.8757827,75.1596424,84.8142364,173.738863,160.285349,142.313782,120.570652,96.240026,0.768815467,0.8685072,0.939264267,0.992693333,1.031111467,1.0609512,1.0845268,-1.235069333,-1.875504,-2.345901333,-2.693024,-2.9450628
32.8,0.030487805,11.9,17.5,60.2,0.016611296,4.52,10.675309,5.187851018,6.410464159,7.661892721,8.672993363,9.496373805,10.29226252,11.08742726,6.716938,10.67368629,13.29778971,14.72981686,15.60982837,26.5509134,31.024702,35.3682449,40.79807,47.0763904,53.4789734,59.8848288,173.509283,157.357902,136.542264,111.554359,84.6343993,1.728692,2.0636604,2.3048888,2.5366304,2.7624444,2.9405824,3.0989172,-1.42076,-2.227436,-2.723516,-3.054408,-3.2687968
79.7,0.012547051,19.6,15.4,21.1,0.047393365,4.96,9.111251,5.322397077,6.813365786,8.119408629,9.374076915,10.55014609,11.65550518,12.63299581,7.515151714,12.46940971,16.20020171,18.98805086,20.96492886,23.6009105,26.2057057,29.7277332,33.5045785,37.6712754,42.1886943,47.3403408,176.303031,163.642934,146.700706,126.458178,103.377251,1.2543232,1.5407828,1.7894496,2.00179,2.1792424,2.3512448,2.5145116,-1.14016,-1.763648,-2.211124,-2.543856,-2.79948
28.8,0.034722222,5.34,15.2,43.3,0.023094688,1.06,1.249958,12.98612283,14.34896679,15.14745453,15.60973519,16.11200509,16.24551868,16.28875368,6.392837429,10.35976971,12.81463,14.31437886,15.21124246,36.2347098,44.7900952,53.9436982,63.4536807,72.9212746,82.7797502,92.7339211,172.374931,156.259194,134.851205,110.100326,83.2393486,0.8579952,0.938682133,0.986190133,1.014661067,1.0317072,1.043427467,1.052309867,-1.499394667,-2.267994667,-2.753621333,-3.060253333,-3.253741867
57.7,0.017331023,5.78,11.9,36.8,0.027173913,2.61,4.345285,6.420471149,7.557361073,8.404400766,9.140082567,9.610695632,9.956544751,10.32387801,5.610685143,8.338868,9.638309714,10.21090923,10.66139631,33.2425703,40.2752876,48.064514,56.1443845,64.9160844,74.0134182,83.0546784,169.637398,149.186038,123.734084,95.7381823,67.3148871,1.7053904,1.9280836,2.0949828,2.2168416,2.3122144,2.3846176,2.4388448,-1.944396,-2.733244,-3.135372,-3.3393724,-3.440148
57.6,0.017361111,7.5,14,82.2,0.01216545,1.21,3.034107,7.632036281,8.310695785,8.165514628,8.530877603,8.598940083,8.507395455,8.504370661,5.346326571,7.450409143,8.107923143,8.317318657,8.2936426,40.7652361,49.9440581,60.1197273,69.6776381,79.5952825,89.7060515,99.7097115,168.712143,146.076432,118.377731,89.1106153,59.0277491,1.122578,1.1677036,1.1895712,1.19917,1.2049448,1.2097952,1.215969333,-2.192026667,-2.980170667,-3.315488,-3.45521,-3.513846
53.5,0.018691589,2.56,18.6,22.8,0.043859649,1.12,0.022703,14.92154161,16.67237661,18.00922661,18.89213188,19.35539304,19.73589866,19.98267518,6.840450286,11.35445629,14.25903,16.14612486,17.48381729,33.2878734,41.3269382,49.8296662,58.8408123,68.3219598,77.8957935,87.6194038,173.941576,159.740597,139.906605,116.511437,91.1933605,0.8113944,0.9218868,0.991805067,1.037672533,1.0682416,1.088597333,1.102402133,-1.274108,-2.040778667,-2.544357333,-2.869408,-3.0800736
61,0.016393443,5.65,11.7,79.4,0.012594458,1.3,2.635669,6.346576462,6.799068923,6.861575231,6.861949615,6.833033923,6.783617923,6.710353846,4.823152571,6.242210571,6.899510571,6.945826857,6.735047657,41.7494506,51.1612104,61.0799522,71.0794655,81.1170559,91.1812967,101.27654,166.881034,141.847737,114.148287,84.310394,53.5726668,1.2342724,1.2712436,1.2866476,1.2932668,1.2969896,1.3004476,1.3053,-2.451608,-3.17074,-3.410332,-3.4963336,-3.5253772
48.8,0.020491803,12.8,17.3,25.3,0.039525692,3.92,4.722847,5.73367625,7.192527347,8.645880255,9.876356505,11.07447875,12.11354995,13.0666001,6.821159143,11.450438,14.760076,17.11801743,18.87026103,27.5239891,31.8052928,36.1081494,41.2846825,46.5880433,52.5148842,58.7789276,173.874057,160.076533,141.660266,119.913061,96.0459136,1.531196,1.7344344,1.8985844,2.058032,2.1932184,2.3269232,2.4526748,-1.31968,-1.909408,-2.35254,-2.681704,-2.9273356
24.9,0.040160643,4.99,19.1,51.4,0.019455253,1.6,0.8229,12.29540375,14.279294,15.95251919,17.22811169,17.87844481,18.62846588,19.2172705,7.044037714,11.76250714,14.68068714,16.80501286,18.03601586,30.327354,37.1531296,44.4759693,52.4350213,61.3944883,70.1944546,79.2523672,174.654132,161.168775,141.382405,118.817545,93.1260555,0.9624544,1.135286,1.2547684,1.3433208,1.412484,1.460622,1.4968884,-1.209376,-1.987072,-2.51816,-2.857888,-3.091539467
99.4,0.010060362,7.03,17.5,29,0.034482759,2.76,1.590759,6.122132935,7.488839203,8.627181703,9.574607572,10.36201518,11.11931366,11.66215283,5.571884286,8.754116857,10.62480029,11.71182114,12.56928709,33.1029131,39.3308038,46.1889785,53.5740831,61.4008381,69.3106943,77.8124582,169.501595,150.639409,127.186801,100.991374,73.9925048,1.62727,1.816148,1.9738708,2.1059132,2.2150032,2.3071804,2.3868208,-1.831096,-2.505536,-2.9099,-3.1505,-3.2891736
60.1,0.016638935,2.59,18.3,62.9,0.015898251,4.21,0.522037,5.281136176,6.538214252,7.530511758,8.349699169,8.932487007,9.483685938,10.04064922,6.043562,9.163821429,10.60426686,11.40360266,11.72031903,27.7664167,32.474118,38.2965455,44.8477665,52.3942297,60.0736822,67.7288668,171.152467,152.073375,127.114934,99.9126093,71.0211166,1.9183436,2.2876864,2.6305684,2.9067756,3.1465456,3.3343092,3.4786648,-1.824184,-2.661232,-3.086032,-3.294248,-3.3958064
96.6,0.010351967,15.9,16.7,45.1,0.022172949,3.48,10.077583,5.773159655,7.127365977,8.164961494,9.218249828,9.977778075,10.81111537,11.36119451,6.039972,9.512932857,11.48403914,12.80677629,13.60539729,29.9094044,35.1967664,41.585934,47.9204906,55.2773323,62.3773185,70.4630431,171.139902,153.295265,130.194137,104.823717,77.6188905,1.8198476,2.037436,2.2324648,2.3846984,2.5283616,2.6433452,2.7541196,-1.750172,-2.414432,-2.84554,-3.11196,-3.2812524
25.2,0.03968254,13.9,15.5,81.6,0.012254902,2.32,23.522343,8.473112284,10.02698944,11.22061853,11.94200103,12.66065509,13.23218582,13.69022293,6.655889429,10.41949514,12.49502543,13.57123657,13.81281503,30.3423795,36.7373845,43.968165,52.2945576,60.6272802,69.3013289,78.2386828,173.295613,156.468233,133.732589,107.499328,78.3448526,1.3925112,1.6186776,1.785528,1.9155948,2.0067784,2.0762204,2.1308564,-1.510656,-2.397372,-2.922064,-3.232532,-3.4198028
20.7,0.048309179,8.76,8.56,82.5,0.012121212,1.12,6.914449,8.100528482,8.0592275,8.239471786,8.364835982,8.332612411,8.38893875,8.390700893,5.589388857,7.708464571,8.326384,8.386918857,8.358660171,40.9274081,50.9736652,60.7717916,70.6313837,80.6674741,90.6043886,100.602415,169.562861,146.979626,119.142344,89.354216,59.2553106,1.0694084,1.098392,1.108464267,1.113231733,1.1172288,1.122667733,1.131586667,-2.175788,-3.037525333,-3.37968,-3.5122044,-3.563734933
75.7,0.01321004,18.8,8.3,93.6,0.010683761,1.17,15.27647,8.637951538,8.859608974,8.918576581,9.15877735,9.10766359,9.005464017,8.822588718,5.763465429,8.071880571,8.647414286,8.526272886,8.318058829,39.8935967,49.6342575,59.5652654,69.2842305,79.3440336,89.4636071,99.6775712,170.172129,148.251582,120.26595,89.8419551,59.1132059,1.1096608,1.144188,1.157217067,1.163556,1.1695056,1.1779656,1.192362133,-2.165192,-3.046594667,-3.401730667,-3.5353592,-3.5833976
36.5,0.02739726,14.7,14.6,51.4,0.019455253,3.02,19.519509,7.203824901,8.756968642,10.1293148,11.21791646,12.12990785,12.89482831,13.73780702,6.785417429,10.84821514,13.30377171,14.71208514,15.43763143,28.2444488,33.5539547,39.4094693,46.1218923,53.3676783,61.0576185,68.5118228,173.748961,157.968753,136.563201,111.492298,84.03171,1.449914684,1.705952,1.906482,2.0785932,2.2214644,2.3409336,2.4349472,-1.403824,-2.211568,-2.73036,-3.068948,-3.289324
89.5,0.011173184,6.64,13.3,43.6,0.02293578,2.88,3.96153,5.524614271,6.518096979,7.167282465,7.83320059,8.367816701,8.572279757,8.920680139,5.13552,7.424955143,8.431683714,8.836439914,9.2081422,34.0891109,41.2278807,49.3582265,57.4403823,65.9006879,75.3118343,84.3084412,167.97432,145.987343,119.510893,90.9275397,62.2284977,1.924536,2.1559716,2.3336624,2.4596584,2.5569368,2.637444,2.6960316,-2.148188,-2.880788,-3.225604,-3.3867548,-3.4597804
32.9,0.030395137,16.3,14.3,97.1,0.010298661,2.1,32.946461,8.641879905,9.908566905,10.6860551,11.3074601,11.6410741,11.96661271,12.32286686,6.473608571,9.769534,11.252012,11.92668657,11.997669,31.8520522,39.1920095,47.5592843,56.2543338,65.5537444,74.8701133,84.1219796,172.65763,154.193369,129.382042,101.743403,71.9918415,1.4416704,1.6457264,1.7846548,1.8753784,1.9391632,1.9837056,2.0180056,-1.670228,-2.604948,-3.109856,-3.374856,-3.5143748
72.8,0.013736264,8.92,9.84,38.8,0.025773196,2.97,10.038147,5.596083906,6.599541515,7.263032525,7.839713165,8.280219024,8.844037407,9.104681212,5.282747429,7.797368286,8.681168571,9.276156086,9.338177029,33.3796308,40.3993617,48.4287934,56.7160519,65.4077495,73.7332089,82.9590968,168.489616,147.290789,120.38409,92.4665463,62.6836196,1.9633788,2.199152,2.3896224,2.5252072,2.6285036,2.7028648,2.7667116,-2.123624,-2.871368,-3.242404,-3.408998,-3.4891452
94.9,0.010537408,6.44,13.5,63.5,0.015748031,1.29,2.173864,7.04378186,7.470737597,7.675689767,7.774892713,7.820497209,7.833289535,7.816948062,4.797475143,6.589983429,7.465581714,7.651560629,7.526556743,40.9135214,50.3627485,60.0983602,69.9703884,79.9115586,89.8950565,99.916137,166.791163,143.064942,116.129536,86.7804622,56.3429486,1.1908412,1.2428464,1.2673584,1.2793036,1.28584,1.290616,1.295884,-2.354336,-3.061464,-3.338356,-3.453522667,-3.4982484
21.3,0.046948357,9.63,11.9,59.3,0.016863406,2.65,14.065243,7.392708566,8.900092189,9.926454906,10.798402,11.59370917,12.03880721,12.36772981,6.431284857,10.07966686,11.926314,12.80558686,13.25408197,30.4093223,36.4147557,43.6948945,51.3842347,59.2766707,68.0971609,77.225516,172.509497,155.278834,131.742099,104.819554,76.3892869,1.5378484,1.7815208,1.9794624,2.1247012,2.2326308,2.3217984,2.3914196,-1.6048,-2.458776,-2.966832,-3.257556,-3.4207792
99.3,0.010070493,3.23,18.3,81.2,0.012315271,3.59,0.882924,5.400757409,6.410498635,7.176350919,7.757494318,8.198845933,8.534447744,8.673447967,5.517000857,7.74275,8.444732571,8.868363029,9.103874257,30.6112809,36.9863099,44.2369002,52.1505954,60.5661431,69.3613326,78.8623218,169.309503,147.099625,119.556564,91.0392706,61.8635599,2.1462928,2.5063388,2.779098,2.9855888,3.141812,3.259996,3.3513016,-2.159924,-2.966044,-3.287684,-3.4070192,-3.4516632
35.5,0.028169014,10.7,14.2,35,0.028571429,3.56,8.614167,6.17492073,7.72464014,9.102401208,10.17975017,11.26514528,12.23644888,13.10714666,6.641268571,10.91284886,13.73104343,15.55324686,16.46739077,28.0172822,32.5002811,37.5954517,43.7600894,49.8960828,56.438242,63.3385579,173.24444,158.194971,138.058652,114.436364,87.6358677,1.5193296,1.7567764,1.9629104,2.158498,2.3149332,2.4526612,2.57438,-1.401112,-2.115904,-2.605716,-2.941196,-3.1760132
80.6,0.012406948,19.9,19.2,45.9,0.021786492,4.9,6.978237,5.594182204,7.174713939,8.661200878,9.993203735,11.31324341,12.43708118,13.46254269,7.642896286,12.943518,16.665696,19.18027571,20.997162,22.5885072,24.8439017,27.5601157,31.0333017,34.5651073,39.0583022,44.0335408,176.750137,165.302313,148.329936,127.130965,103.490067,0.9112904,1.2265408,1.5121784,1.7853588,2.0091552,2.2442496,2.4608956,-0.94844,-1.71854,-2.256064,-2.642256,-2.91002
